Time,Hips.X,Hips.Y,Hips.Z,lowerback.X,lowerback.Y,lowerback.Z,Chest.X,Chest.Y,Chest.Z,Chest2.X,Chest2.Y,Chest2.Z,RightCollar.X,RightCollar.Y,RightCollar.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightElbow.X,RightElbow.Y,RightElbow.Z,RightWrist.X,RightWrist.Y,RightWrist.Z,RThumb.X,RThumb.Y,RThumb.Z,RThumbEnd.X,RThumbEnd.Y,RThumbEnd.Z,rhand.X,rhand.Y,rhand.Z,RFingers.X,RFingers.Y,RFingers.Z,RFingersEnd.X,RFingersEnd.Y,RFingersEnd.Z,LeftCollar.X,LeftCollar.Y,LeftCollar.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftElbow.X,LeftElbow.Y,LeftElbow.Z,LeftWrist.X,LeftWrist.Y,LeftWrist.Z,LThumb.X,LThumb.Y,LThumb.Z,LThumbEnd.X,LThumbEnd.Y,LThumbEnd.Z,lhand.X,lhand.Y,lhand.Z,LFingers.X,LFingers.Y,LFingers.Z,LFingersEnd.X,LFingersEnd.Y,LFingersEnd.Z,lowerneck.X,lowerneck.Y,lowerneck.Z,Neck.X,Neck.Y,Neck.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z,RHipJoint.X,RHipJoint.Y,RHipJoint.Z,RightHip.X,RightHip.Y,RightHip.Z,RightKnee.X,RightKnee.Y,RightKnee.Z,RightAnkle.X,RightAnkle.Y,RightAnkle.Z,RightToe.X,RightToe.Y,RightToe.Z,RightToeEnd.X,RightToeEnd.Y,RightToeEnd.Z,LHipJoint.X,LHipJoint.Y,LHipJoint.Z,LeftHip.X,LeftHip.Y,LeftHip.Z,LeftKnee.X,LeftKnee.Y,LeftKnee.Z,LeftAnkle.X,LeftAnkle.Y,LeftAnkle.Z,LeftToe.X,LeftToe.Y,LeftToe.Z,LeftToeEnd.X,LeftToeEnd.Y,LeftToeEnd.Z
0.0,-10.793,17.3174,-33.0451,-10.793,17.3174,-33.0451,-10.706861820508886,19.45389103886924,-33.10905420678418,-10.739482939524217,21.591048379466763,-32.931402513225386,-10.739482939524217,21.591048379466763,-32.931402513225386,-13.80535557905861,22.28110943043024,-33.88051440894559,-18.96409931847284,21.599298910236456,-34.866156546086415,-22.627964263476507,21.115060539373637,-35.56618350167984,-22.627964263476507,21.115060539373637,-35.56618350167984,-23.332044436439507,20.987754600897514,-35.079929909128474,-22.627964263476507,21.115060539373637,-35.56618350167984,-23.355898126757626,21.018852433086362,-35.70526431765831,-23.942778488537733,20.941286803745324,-35.81739510826366,-10.739482939524217,21.591048379466763,-32.931402513225386,-7.525141317369955,22.85369914716446,-32.94445570513869,-7.008232040829611,17.729197550515117,-33.107942083057054,-6.327005662226923,14.791515806548912,-30.87661770129103,-6.327005662226923,14.791515806548912,-30.87661770129103,-5.992103020258539,14.308953740864705,-30.70280194203662,-6.327005662226923,14.791515806548912,-30.87661770129103,-6.060232567777379,14.434780243773119,-30.590973266321864,-5.8746007440057255,14.110471690982127,-30.385114223552737,-10.739482939524217,21.591048379466763,-32.931402513225386,-10.732501798452835,23.230003279640787,-32.758166731803385,-10.644687888728699,24.89712069375784,-32.57641722449559,-10.766222056607358,26.518725765511054,-32.12916018787984,-10.793,17.3174,-33.0451,-12.281941965872862,15.547619530692131,-32.31166512128269,-11.434112267125023,9.016782765842091,-29.594278349086974,-11.041369041651375,1.462959538796599,-30.971637797122444,-11.021994294086179,0.5601792484059587,-28.80941364950523,-11.024753960685874,0.34357493498516123,-27.66521882953454,-10.793,17.3174,-33.0451,-9.215558940499026,15.541026043804193,-32.344880065658145,-9.315579120468419,8.554494948658565,-31.52924263232019,-9.145671430379066,3.9275507939751035,-37.78429756867279,-9.864449857793874,1.8540042048964582,-37.515975305520044,-10.277153050627371,0.9809437309301215,-36.977712815351246
0.0083333,-10.8074,17.3791,-32.7866,-10.8074,17.3791,-32.7866,-10.724006423833291,19.515524642919953,-32.85616394381057,-10.751681605904981,21.65276090810998,-32.67862242428941,-10.751681605904981,21.65276090810998,-32.67862242428941,-13.826346282089238,22.35795435959542,-33.58730939542237,-18.99994064934868,21.700139804558642,-34.50936921514293,-22.674352870495888,21.232943950246618,-35.16423846651888,-22.674352870495888,21.232943950246618,-35.16423846651888,-23.372773837945473,21.10740261461406,-34.66943974635645,-22.674352870495888,21.232943950246618,-35.16423846651888,-23.4043822584717,21.14012183801182,-35.294347384629575,-23.992952090069014,21.065286090483866,-35.39924478366998,-10.751681605904981,21.65276090810998,-32.67862242428941,-7.5324664249433715,22.90197675741396,-32.729246444418614,-7.025313284149676,17.77711492023288,-32.91097825668076,-6.342606156103461,14.818815835816489,-30.70751974587189,-6.342606156103461,14.818815835816489,-30.70751974587189,-6.031784394708714,14.322232972337662,-30.528541709949497,-6.342606156103461,14.818815835816489,-30.70751974587189,-6.079675894226708,14.453264698053234,-30.429561238231965,-5.898742020384246,14.122821160151881,-30.22935345003281,-10.751681605904981,21.65276090810998,-32.67862242428941,-10.739839148931718,23.292626276102876,-32.51450701315943,-10.651518895882651,24.95944873681293,-32.33031402747914,-10.772205239207707,26.578457053422856,-31.873521627386133,-10.8074,17.3791,-32.7866,-12.288783092070775,15.609186663438328,-32.0383295113477,-11.421038820675545,9.010427673098135,-29.497023826514553,-11.03539162747052,1.4764743723855203,-30.981084317449664,-11.017585371317749,0.5698766190544908,-28.820444516604333,-11.02090121549147,0.3511439756657393,-27.67665613307634,-10.8074,17.3791,-32.7866,-9.222807598565138,15.604349231834155,-32.098516199064655,-9.305572161495517,8.652141284972659,-31.027610090566426,-9.197341021306487,3.938768470157161,-37.21918467376831,-9.872462157636228,1.9290179279011301,-36.59200931481164,-10.197174028684467,1.517844950132457,-35.61846732390771
0.0166666,-10.818,17.4174,-32.5325,-10.818,17.4174,-32.5325,-10.738494863016093,19.55361321025015,-32.612349478682866,-10.763836677938462,21.69150121704547,-32.44247180823391,-10.763836677938462,21.69150121704547,-32.44247180823391,-13.840914268764243,22.40749159529798,-33.33439330970567,-19.021586648336203,21.767621493555346,-34.22892834274578,-22.70102584552682,21.313170225270994,-34.86424882292252,-22.70102584552682,21.313170225270994,-34.86424882292252,-23.397206073734335,21.18981298475431,-34.365756767554494,-22.70102584552682,21.313170225270994,-34.86424882292252,-23.4320539892283,21.222880197565047,-34.99047380623893,-24.021429045243902,21.150085886435797,-35.09223986990372,-10.763836677938462,21.69150121704547,-32.44247180823391,-7.540709225139313,22.9297869361551,-32.50990556655727,-7.043420357875424,17.80546626955816,-32.730089803919746,-6.363917946535518,14.827682558758621,-30.55203274564965,-6.363917946535518,14.827682558758621,-30.55203274564965,-6.0701515672375175,14.322568758977308,-30.368187134702243,-6.363917946535518,14.827682558758621,-30.55203274564965,-6.102873661842771,14.455655544350947,-30.280974318589795,-5.9246722368251925,14.120734841089734,-30.085819171210282,-10.763836677938462,21.69150121704547,-32.44247180823391,-10.747527606740281,23.331878193385524,-32.283947593080136,-10.656682073982713,24.998150063231385,-32.09603861634308,-10.774003676467911,26.614927081782984,-31.630549482878383,-10.818,17.4174,-32.5325,-12.293745267619878,15.645031182934016,-31.778920216573148,-11.41759759123181,8.992641591677954,-29.384570014073983,-11.033400590028252,1.482671172714194,-30.985928376919567,-11.019839715990255,0.5706938602109152,-28.82752285842342,-11.025397434582,0.35202812672110384,-27.683730377611706,-10.818,17.4174,-32.5325,-9.228063261381909,15.644233939868107,-31.852708873779005,-9.293703413872707,8.728422584078928,-30.566579073168484,-9.229600830497183,3.951069436502337,-36.70954096891915,-9.84181430428264,1.9595970028398209,-35.96963088642409,-10.114377035131387,1.6438054027998004,-34.94578019027917
0.0249999,-10.8582,17.428,-32.3323,-10.8582,17.428,-32.3323,-10.755301434704124,19.563384492587986,-32.407458763792405,-10.766451867420772,21.701754043337903,-32.24217993158504,-10.766451867420772,21.701754043337903,-32.24217993158504,-13.84408449794177,22.44025711521552,-33.11359446605168,-13.269002279078112,17.282019117355794,-34.16756513731487,-13.62932905045523,13.54840506905797,-33.88699138625808,-13.62932905045523,13.54840506905797,-33.88699138625808,-14.001978321354706,12.885259427682044,-33.474985770492715,-13.62932905045523,13.54840506905797,-33.88699138625808,-13.87250264118686,12.857500447072868,-34.03533082973252,-14.009350136794504,12.27630568313427,-34.115976408757504,-10.766451867420772,21.701754043337903,-32.24217993158504,-7.535997137183596,22.919901434805595,-32.324207850299985,-7.056700531884214,17.795155859662906,-32.57259698895931,-6.384391049438218,14.79064524374617,-30.429289306180934,-6.384391049438218,14.79064524374617,-30.429289306180934,-6.0913650270190125,14.280363889900778,-30.25903498141092,-6.384391049438218,14.79064524374617,-30.429289306180934,-6.1234303928058615,14.412381642071987,-30.16692110643393,-5.945526551082225,14.073018139769628,-29.979315687255674,-10.766451867420772,21.701754043337903,-32.24217993158504,-10.744844493386642,23.340621893043853,-32.06932788592881,-10.653417589377009,25.00635606033086,-31.87698588906938,-10.769164300053298,26.62302686463589,-31.41073420920609,-10.8582,17.428,-32.3323,-12.39554362985658,15.64586439650419,-31.742753510660922,-11.571114448827762,8.982668348776198,-29.360114244655637,-11.089644936564255,1.4751182908002196,-30.946459374646466,-11.070219019622385,0.5673841349565544,-28.786310714446024,-11.077127403346388,0.36925916038442463,-27.63878921177816,-10.8582,17.428,-32.3323,-9.334352364927295,15.634115550950252,-31.561586270110098,-9.385261464676999,8.759328015579893,-30.071086417852804,-9.325444908286865,3.9266754870928473,-36.17068350364375,-9.89610219830673,1.9301025903823144,-35.411551336515984,-10.16584240930984,1.5130822827897386,-34.42381690534362
0.0333332,-10.8655,17.4427,-32.0996,-10.8655,17.4427,-32.0996,-10.769906450396475,19.578069701126655,-32.18422859141246,-10.781518557195925,21.716505592741104,-32.01984228866555,-10.781518557195925,21.716505592741104,-32.01984228866555,-13.862056251487397,22.47629115902393,-32.862211622044725,-13.29208277012169,17.32187518172747,-33.93744143023963,-13.64065539631028,13.618939965698667,-33.37601575949976,-13.64065539631028,13.618939965698667,-33.37601575949976,-13.789681732275994,12.826261897163567,-33.06323647781362,-13.64065539631028,13.618939965698667,-33.37601575949976,-13.886149244748422,12.914816717434455,-33.42531488761461,-14.013338990323003,12.326479142931541,-33.451771779886805,-10.781518557195925,21.716505592741104,-32.01984228866555,-7.545047437460465,22.916945114985865,-32.1230365494123,-7.079719280765017,17.79257539119813,-32.40365060913498,-6.407993967501968,14.76114676020299,-30.298400632741536,-6.407993967501968,14.76114676020299,-30.298400632741536,-6.130414330710169,14.238318508101367,-30.14079984263281,-6.407993967501968,14.76114676020299,-30.298400632741536,-6.151987243338786,14.373042984588384,-30.045701393651026,-5.978789539715563,14.026814693153897,-29.86642037800799,-10.781518557195925,21.716505592741104,-32.01984228866555,-10.749754196045785,23.353958840954057,-31.83553162055985,-10.656855077408826,25.019050710158147,-31.63839344701931,-10.773307915614879,26.634962928192728,-31.16969433289563,-10.8655,17.4427,-32.0996,-12.40474075033645,15.66754731843329,-31.49415084587539,-11.569025786853054,8.958530178261483,-29.24793081444684,-11.085048799011405,1.4765425525306677,-30.950058623793325,-11.067852632295791,0.5645265566731449,-28.79169535194813,-11.075991054110721,0.36457080213967585,-27.644499513078706,-10.8655,17.4427,-32.0996,-9.34219957310227,15.644140482789808,-31.33876351469857,-9.368962995572653,8.825394075820768,-29.60935137204301,-9.359365950259988,3.881260049577822,-35.6192298831086,-9.898711389624319,1.8770521419399473,-34.85732970480523,-10.171578353703538,1.2838762123849237,-33.96515765782622
0.0416665,-10.8736,17.4474,-31.8675,-10.8736,17.4474,-31.8675,-10.766904436285559,19.582461898376266,-31.946434355546735,-10.776942393817016,21.72087722964871,-31.781677351181056,-10.776942393817016,21.72087722964871,-31.781677351181056,-13.860737286434993,22.466076589044103,-32.62515803354431,-13.323828718181357,17.304371509429387,-33.68228756076199,-13.68865372123773,13.613520333186756,-33.05542937458804,-13.68865372123773,13.613520333186756,-33.05542937458804,-13.815704853949764,12.81925549586026,-32.737027700498054,-13.68865372123773,13.613520333186756,-33.05542937458804,-13.933410417769625,12.908105616667612,-33.08659697990201,-14.059510107593994,12.319107646434516,-33.100688090131186,-10.776942393817016,21.72087722964871,-31.781677351181056,-7.544747788184473,22.932078323706833,-31.892849973585598,-7.095702229863098,17.808950319702685,-32.21897441477381,-6.421845637826687,14.754415648294374,-30.14808399301471,-6.421845637826687,14.754415648294374,-30.14808399301471,-6.169639574556779,14.216251640153924,-29.9997281808869,-6.421845637826687,14.754415648294374,-30.14808399301471,-6.173803313078154,14.355389964155544,-29.904620654027333,-6.008072236864803,14.001662758892891,-29.733088057899838,-10.776942393817016,21.72087722964871,-31.781677351181056,-10.74040601904512,23.35782502914393,-31.59379565397167,-10.64311999346014,25.02174588269278,-31.3890336922914,-10.757727120301725,26.635885932929728,-30.913818452428256,-10.8736,17.4474,-31.8675,-12.42616239656611,15.680056600632911,-31.27332399738589,-11.590205498869127,8.933514973496504,-29.142552527845226,-11.088159431973628,1.4741024443001978,-30.936075904242628,-11.077235699448233,0.5467491312888125,-28.78421684681937,-11.09008234373447,0.3527240786213808,-27.636046095986558,-10.8736,17.4474,-31.8675,-9.365186761617352,15.642561689886287,-31.092012500733986,-9.37386273274092,8.872971977705049,-29.179039668006087,-9.387830675356714,3.8373766827209215,-35.112485379581514,-9.881227996234102,1.8425921704643102,-34.29662475722487,-10.13526888728819,1.1588397080023274,-33.4658234448465
0.0499998,-10.8819,17.4616,-31.6288,-10.8819,17.4616,-31.6288,-10.657815099894236,19.587729642327417,-31.554890682175486,-10.638883326898457,21.721970593596588,-31.34341276371376,-10.638883326898457,21.721970593596588,-31.34341276371376,-13.708104100035344,22.22272233632322,-32.3949374778319,-13.247399159410051,17.061781705171718,-33.491037717916264,-13.623944063327395,13.384791721321404,-32.79362143792393,-13.623944063327395,13.384791721321404,-32.79362143792393,-13.730022133366358,12.608522560035631,-32.42683555966048,-13.623944063327395,13.384791721321404,-32.79362143792393,-13.874725540091015,12.681240483841925,-32.76889312311376,-14.005210058985128,12.093651484011883,-32.74185134603268,-10.638883326898457,21.721970593596588,-31.34341276371376,-7.478853190470074,23.114747353721096,-31.37225447346713,-7.081244306784075,17.99592849520115,-31.812754506695843,-6.41541656158267,14.915359951863426,-29.77814821359683,-6.41541656158267,14.915359951863426,-29.77814821359683,-6.155374857010736,14.37651659318402,-29.64675570357278,-6.41541656158267,14.915359951863426,-29.77814821359683,-6.162640174130155,14.511547619326809,-29.547799376096414,-5.99344110468438,14.154446506525407,-29.386977651709802,-10.638883326898457,21.721970593596588,-31.34341276371376,-10.645474322952534,23.36579126261472,-31.224910848202693,-10.541879110941936,25.03102142708189,-31.034382188948687,-10.651041975481585,26.648246206919456,-30.568463848480278,-10.8819,17.4616,-31.6288,-12.446079258753922,15.698465190854591,-31.052868841037565,-11.612914011582154,8.915041414858493,-29.041443360673938,-11.093414872597851,1.4782892845042612,-30.921988502904338,-11.088694322694046,0.5273067994629178,-28.780444450671652,-11.106093155312903,0.332359245125434,-27.63248993847122,-10.8819,17.4616,-31.6288,-9.387848953017182,15.654458824465761,-30.83118798554794,-9.388056766727878,8.937016444634825,-28.742443617999637,-9.4187012240097,3.784743366400633,-34.57479615664483,-9.853320550329322,1.8228427014970392,-33.65268632373971,-10.074166955948325,1.1480476581323562,-32.8052410219794
0.0583331,-10.894,17.4777,-31.387,-10.894,17.4777,-31.387,-10.772130884967742,19.612053636358404,-31.463068123842444,-10.779200366347863,21.75102677097272,-31.305557133968023,-10.779200366347863,21.75102677097272,-31.305557133968023,-13.859597542966211,22.488773133227188,-32.16779621088464,-13.385256852686847,17.312951433284436,-33.18507867748231,-13.756182800002096,13.63848378268403,-32.47154360483386,-13.756182800002096,13.63848378268403,-32.47154360483386,-13.898264431826126,12.88994477908137,-32.06181147504202,-13.756182800002096,13.63848378268403,-32.47154360483386,-14.014138648442444,12.937633153039467,-32.44407803398162,-14.151075197646684,12.351851998152423,-32.41050542354937,-10.779200366347863,21.75102677097272,-31.305557133968023,-7.5471145443246055,22.963033207160017,-31.410966092870087,-7.129985470489315,17.843505555923077,-31.82434191942709,-6.471106716804063,14.740016146174783,-29.822571658902085,-6.471106716804063,14.740016146174783,-29.822571658902085,-6.196402613360509,14.205726213051982,-29.702948216739163,-6.471106716804063,14.740016146174783,-29.822571658902085,-6.215517519124831,14.336475917498259,-29.59486497307713,-6.043253928943735,13.979476066490289,-29.437100849214296,-10.779200366347863,21.75102677097272,-31.305557133968023,-10.740273305030469,23.386248943762485,-31.103652040882384,-10.631152945141729,25.05095070554397,-30.9115962417526,-10.731722081604419,26.673220053123103,-30.46155131933228,-10.894,17.4777,-31.387,-12.4784720200968,15.72043000963082,-30.84992606926209,-11.65023499395981,8.903513644191385,-28.95295226553159,-11.098974459281315,1.4902865798703946,-30.915549511892838,-11.091413745413425,0.536090186292704,-28.775443678951593,-11.11029948455821,0.3635070505908049,-27.62393804695136,-10.894,17.4777,-31.387,-9.425636908834004,15.659819073289164,-30.56642005038973,-9.412741340790824,8.998467452154744,-28.30520058151134,-9.466314983503326,3.7110406655482215,-34.01514286944931,-9.845434105867772,1.7948928380950657,-32.97934321888741,-10.03365708366621,1.1636278119881491,-32.09144592621053
0.0666664,-10.9063,17.4804,-31.1525,-10.9063,17.4804,-31.1525,-10.692179618921797,19.60814582987434,-31.09814899670396,-10.675643061698619,21.743437912531377,-30.897350530282097,-10.675643061698619,21.743437912531377,-30.897350530282097,-13.76958246349539,22.306455270117116,-31.839222665747737,-13.36258366736551,17.13424912145399,-32.90300295912611,-13.73014619536717,13.463937770962229,-32.16669918210172,-13.73014619536717,13.463937770962229,-32.16669918210172,-13.888443948449874,12.809216561151215,-31.623873052486935,-13.73014619536717,13.463937770962229,-32.16669918210172,-13.997557070296276,12.773828708348367,-32.063122697956594,-14.142415339680719,12.197146945723441,-31.965795792392136,-10.675643061698619,21.743437912531377,-30.897350530282097,-7.4945903608969875,23.082039149716294,-31.02184893761992,-7.116038930825531,17.966661623586855,-31.51586431183487,-6.466117345104545,14.835302087393144,-29.55498662776005,-6.466117345104545,14.835302087393144,-29.55498662776005,-6.188438522167271,14.298736907523766,-29.453842552086225,-6.466117345104545,14.835302087393144,-29.55498662776005,-6.210875608319509,14.426587697067156,-29.33629714048777,-6.038904574482114,14.06602570156003,-29.186516741847573,-10.675643061698619,21.743437912531377,-30.897350530282097,-10.66902982124993,23.387220924911745,-30.77832864002451,-10.562691928687176,25.05325266174284,-30.596517905806532,-10.664046718819701,26.672034405292926,-30.134256840210337,-10.9063,17.4804,-31.1525,-12.516590122871314,15.732537074641474,-30.66368641289319,-11.692334055483714,8.88636646095467,-28.873327571608574,-11.103446094017862,1.4960755986497931,-30.910095495323404,-11.096852174637704,0.5467866108588318,-28.767805170464044,-11.121014835175451,0.42023186846573096,-27.61043448938838,-10.9063,17.4804,-31.1525,-9.470812029091018,15.642347992880195,-30.3187903446652,-9.441919472623756,9.040990509205088,-27.88812586855842,-9.509044698630024,3.6120946655161843,-33.46358793128568,-9.828955708362262,1.7478649435003009,-32.31880008582929,-9.983891987615774,1.1701384125231284,-31.38900880297267
0.0749997,-10.9182,17.4832,-30.9207,-10.9182,17.4832,-30.9207,-10.715982235273483,19.611973423882766,-30.8612393314917,-10.701292342874213,21.746543579715922,-30.652768189633374,-10.701292342874213,21.746543579715922,-30.652768189633374,-13.81013817372105,22.351141419295054,-31.516545787688848,-13.434216496033661,17.17869977767055,-32.590567823372226,-13.800822616214779,13.515810539539514,-31.81773326447259,-13.800822616214779,13.515810539539514,-31.81773326447259,-13.94764938760121,12.939723492378285,-31.18928767295548,-13.800822616214779,13.515810539539514,-31.81773326447259,-14.059115700557516,12.830118377233912,-31.670770263913322,-14.196638935952492,12.259327761998334,-31.53547897304252,-10.701292342874213,21.746543579715922,-30.652768189633374,-7.508676747526943,23.048984405812373,-30.845907946707353,-7.134083658614717,17.937218039649338,-31.3787909033719,-6.4930471550448186,14.777417478254801,-29.46108797598673,-6.4930471550448186,14.777417478254801,-29.46108797598673,-6.217664350317996,14.24024687151602,-29.356925146164,-6.4930471550448186,14.777417478254801,-29.46108797598673,-6.238979246688851,14.367331774634408,-29.2436021085613,-6.068082361198915,14.00584077130876,-29.0948349551152,-10.701292342874213,21.746543579715922,-30.652768189633374,-10.682046567013995,23.39119290792653,-30.547931533696943,-10.570969316295814,25.057937622881553,-30.375744025025746,-10.666205983097893,26.677349855592936,-29.91439121280806,-10.9182,17.4832,-30.9207,-12.546899845480835,15.741147169478912,-30.47394888628659,-11.721573005023322,8.86949349974921,-28.784556579387232,-11.109667733842532,1.502482775522635,-30.897454249396784,-11.115225328837663,0.5489540599526167,-28.757044709186953,-11.146850972994043,0.42539756829720143,-27.599529939345334,-10.9182,17.4832,-30.9207,-9.508080420649721,15.62982493692085,-30.077671926689657,-9.473790247574536,9.09180599575106,-27.48151751844743,-9.541571903433695,3.503704097586975,-32.89739380150301,-9.7969223231119,1.6980256929988173,-31.64737124807682,-9.918480767840569,1.1622851158410161,-30.687949232797948
