Time,Hips.X,Hips.Y,Hips.Z,lowerback.X,lowerback.Y,lowerback.Z,Chest.X,Chest.Y,Chest.Z,Chest2.X,Chest2.Y,Chest2.Z,RightCollar.X,RightCollar.Y,RightCollar.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightElbow.X,RightElbow.Y,RightElbow.Z,RightWrist.X,RightWrist.Y,RightWrist.Z,RThumb.X,RThumb.Y,RThumb.Z,RThumbEnd.X,RThumbEnd.Y,RThumbEnd.Z,rhand.X,rhand.Y,rhand.Z,RFingers.X,RFingers.Y,RFingers.Z,RFingersEnd.X,RFingersEnd.Y,RFingersEnd.Z,LeftCollar.X,LeftCollar.Y,LeftCollar.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftElbow.X,LeftElbow.Y,LeftElbow.Z,LeftWrist.X,LeftWrist.Y,LeftWrist.Z,LThumb.X,LThumb.Y,LThumb.Z,LThumbEnd.X,LThumbEnd.Y,LThumbEnd.Z,lhand.X,lhand.Y,lhand.Z,LFingers.X,LFingers.Y,LFingers.Z,LFingersEnd.X,LFingersEnd.Y,LFingersEnd.Z,lowerneck.X,lowerneck.Y,lowerneck.Z,Neck.X,Neck.Y,Neck.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z,RHipJoint.X,RHipJoint.Y,RHipJoint.Z,RightHip.X,RightHip.Y,RightHip.Z,RightKnee.X,RightKnee.Y,RightKnee.Z,RightAnkle.X,RightAnkle.Y,RightAnkle.Z,RightToe.X,RightToe.Y,RightToe.Z,RightToeEnd.X,RightToeEnd.Y,RightToeEnd.Z,LHipJoint.X,LHipJoint.Y,LHipJoint.Z,LeftHip.X,LeftHip.Y,LeftHip.Z,LeftKnee.X,LeftKnee.Y,LeftKnee.Z,LeftAnkle.X,LeftAnkle.Y,LeftAnkle.Z,LeftToe.X,LeftToe.Y,LeftToe.Z,LeftToeEnd.X,LeftToeEnd.Y,LeftToeEnd.Z
0.0,-13.4408,17.8082,-13.6549,-13.4408,17.8082,-13.6549,-13.399443750240783,19.929623272315133,-13.558169256771201,-13.36624984848641,22.02335986304289,-13.155732049577296,-13.36624984848641,22.02335986304289,-13.155732049577296,-16.583181710891246,22.878578915131374,-13.63897301068203,-16.185959902747108,17.74128103111683,-14.560051976967975,-16.616076847479736,14.277293141559797,-13.896977791860394,-16.616076847479736,14.277293141559797,-13.896977791860394,-16.858827623904627,13.539898816332368,-13.45309782963243,-16.616076847479736,14.277293141559797,-13.896977791860394,-16.921419595749096,13.568218937378548,-13.869287912047668,-17.0962529648135,12.971717954548105,-13.830082307296497,-13.36624984848641,22.02335986304289,-13.155732049577296,-10.1519803065705,23.176995010265173,-13.054637616470814,-9.673090090289708,17.869085209877294,-13.025296277086932,-9.357965543860233,14.807064638253866,-10.986190217659777,-9.357965543860233,14.807064638253866,-10.986190217659777,-8.981941851503356,14.331974418113552,-10.849354979824897,-9.357965543860233,14.807064638253866,-10.986190217659777,-9.075353796359114,14.41897116733036,-10.746495374158902,-8.876027818082541,14.07155575291172,-10.582996907473703,-13.36624984848641,22.02335986304289,-13.155732049577296,-13.143797606945316,23.644328308372682,-13.289105742929694,-13.002214739408316,25.32707990963246,-13.240835701727526,-13.203500183709277,26.921865845221514,-12.68121442187846,-13.4408,17.8082,-13.6549,-14.69947385187826,15.853717795070063,-12.939940861999684,-14.856476931129324,9.063018419538958,-9.933811673896292,-14.85395492715283,1.3748588509161843,-10.254496433574776,-14.83023586766526,0.6772085441210545,-8.212841477847514,-14.818024914539574,0.6194538820232224,-7.140555144944903,-13.4408,17.8082,-13.6549,-11.780929149748923,16.11772870370104,-12.827706847117259,-12.067932103392907,8.905646773668364,-14.821948795927826,-12.053481727439737,2.3799231862688384,-18.72017211129757,-12.588689753380443,1.0628699061516718,-17.25643488105395,-12.845546170236231,0.9106725343752831,-16.271731879106476
0.0083333,-13.4708,17.8257,-13.5005,-13.4708,17.8257,-13.5005,-13.43056963190365,19.947378361794748,-13.409032393850055,-13.39814933296115,22.041535465464726,-13.00872575942459,-13.39814933296115,22.041535465464726,-13.00872575942459,-16.614398123045728,22.901483956676735,-13.488104913791664,-16.21685930427007,17.763319823455042,-14.404201744776602,-16.654663600676987,14.299011981469473,-13.747864457930174,-16.654663600676987,14.299011981469473,-13.747864457930174,-16.86909546883689,13.526022150997607,-13.352625989275454,-16.654663600676987,14.299011981469473,-13.747864457930174,-16.948291288455607,13.584471978608882,-13.746278367842573,-17.11314552067143,12.984084178022254,-13.729701880660913,-13.39814933296115,22.041535465464726,-13.00872575942459,-10.182202226046758,23.19070257468916,-12.910125627549808,-9.709081022818769,17.882198104458553,-12.903815390013465,-9.383858630157546,14.79975312745897,-10.897328325145676,-9.383858630157546,14.79975312745897,-10.897328325145676,-9.006932707139542,14.324810179391715,-10.762478551552201,-9.383858630157546,14.79975312745897,-10.897328325145676,-9.098557793223133,14.41048932812247,-10.66277196311165,-8.897490161602393,14.06226923260275,-10.503164203304477,-13.39814933296115,22.041535465464726,-13.00872575942459,-13.175513723654866,23.661997239350793,-13.147827403709774,-13.030358282679645,25.344525222522805,-13.102460669218358,-13.22649435683177,26.939979304394303,-12.542915407102978,-13.4708,17.8257,-13.5005,-14.734005896786497,15.876154871963774,-12.78007527813516,-14.883715259569044,9.061129685781305,-9.829129753444157,-14.854877570034239,1.378052276499691,-10.253549991944658,-14.808751429532931,0.672106444784529,-8.215132379077648,-14.786092551577404,0.6302300590473492,-7.142278413401337,-13.4708,17.8257,-13.5005,-11.814663870170413,16.1326267524661,-12.671145399567783,-12.11104877044774,8.8951719022152,-14.569803002393357,-12.055441694114286,2.4673796527749117,-18.62711945789655,-12.602880502545759,1.098906342501,-17.216022295050884,-12.867293216848516,0.9419060260773718,-16.234077246660735
0.0166666,-13.4938,17.8432,-13.355,-13.4938,17.8432,-13.355,-13.454518634761172,19.96495488539419,-13.26490528844122,-13.424824454888448,22.059106210214527,-12.864356993431848,-13.424824454888448,22.059106210214527,-12.864356993431848,-16.64102294926624,22.92015846395933,-13.342089472946293,-16.244184057490703,17.77917662590208,-14.242548139871014,-16.68201667696722,14.312362593690693,-13.599599367817932,-16.68201667696722,14.312362593690693,-13.599599367817932,-16.897608695160386,13.531538356254028,-13.220730864082338,-16.68201667696722,14.312362593690693,-13.599599367817932,-16.973753011448434,13.597145823632282,-13.611517143226042,-17.13716168586732,12.996164102958682,-13.605535049874986,-13.424824454888448,22.059106210214527,-12.864356993431848,-10.208710775154463,23.20770455587718,-12.764569896225128,-9.745172931075935,17.898385646234342,-12.783768472110538,-9.403607287521663,14.798431647252428,-10.807194391095765,-9.403607287521663,14.798431647252428,-10.807194391095765,-9.024761118733858,14.320181437806347,-10.690657983224309,-9.403607287521663,14.798431647252428,-10.807194391095765,-9.115877438990678,14.404414680694394,-10.583807452514428,-8.913183740865385,14.05297709357198,-10.433584446626952,-13.424824454888448,22.059106210214527,-12.864356993431848,-13.201499459450458,23.678879337040684,-13.010210367148169,-13.052967716967231,25.36118683237254,-12.967684264280035,-13.244862737656295,26.9567834171589,-12.407075820753851,-13.4938,17.8432,-13.355,-14.765197230827948,15.89564914426617,-12.6436478582492,-14.922014393818671,9.058759599188754,-9.744094375882872,-14.860816009119699,1.3806693403015444,-10.24790720054259,-14.801598618117055,0.6684416716193627,-8.21201463187243,-14.773554596632815,0.6194111636023607,-7.1395911006859,-13.4938,17.8432,-13.355,-11.846080874109084,16.14633141505218,-12.516685236387628,-12.161977338298708,8.882189958405558,-14.307203522538423,-12.063463335437046,2.552087769000029,-18.51452136552622,-12.616111343352326,1.1258571045757164,-17.163947441557948,-12.887507864638508,0.9442293831637306,-16.18817361533158
0.0249999,-13.5291,17.867,-13.1989,-13.5291,17.867,-13.1989,-13.485016069202405,19.988878001662766,-13.114081196040857,-13.45215502491198,22.083429906926806,-12.715881597694846,-13.45215502491198,22.083429906926806,-12.715881597694846,-16.669504911539697,22.941457463215265,-13.191297710764514,-16.276326712159168,17.79798615524467,-14.07905611467581,-16.71594413898759,14.330085616840357,-13.443224034749166,-16.71594413898759,14.330085616840357,-13.443224034749166,-16.927695254811077,13.544267503033348,-13.072604137603445,-16.71594413898759,14.330085616840357,-13.443224034749166,-17.004377078887874,13.613721625471575,-13.463625540837386,-17.165128152467982,13.011994118634904,-13.464181201674407,-13.45215502491198,22.083429906926806,-12.715881597694846,-10.23689035455173,23.23474007696524,-12.620065016148315,-9.783481216277284,17.92470619844627,-12.665491493119172,-9.427286138918943,14.804977434319243,-10.722904432639222,-9.427286138918943,14.804977434319243,-10.722904432639222,-9.046926765964475,14.324332631347724,-10.622228032315443,-9.427286138918943,14.804977434319243,-10.722904432639222,-9.137251340658999,14.406827938943836,-10.510075028818646,-8.93306520468575,14.05262154449022,-10.368632756479423,-13.45215502491198,22.083429906926806,-12.715881597694846,-13.22676868248614,23.702664625555027,-12.864515931672203,-13.07702695833199,25.38494755308501,-12.825397846487817,-13.267981521645817,26.981550955490135,-12.267340575701024,-13.5291,17.867,-13.1989,-14.799172059410461,15.924504414009474,-12.471538338849106,-14.938382979056492,9.054273936704806,-9.65096850637458,-14.862989157568856,1.3837734616767365,-10.257912377317902,-14.807238524003187,0.6658918484472319,-8.223908601794358,-14.781515495753238,0.6002927886082684,-7.15231269975577,-13.5291,17.867,-13.1989,-11.879108362205443,16.172018441492227,-12.361237737016525,-12.20251777206592,8.880096587359581,-14.033595186288789,-12.070063993085524,2.6473600566157014,-18.382948414501527,-12.609175466678217,1.1393662993196905,-17.118465397653544,-12.884456652566005,0.876860991021664,-16.162384599440564
0.0333332,-13.5537,17.8873,-13.0527,-13.5537,17.8873,-13.0527,-13.50974821830573,20.009299126907507,-12.970896438404678,-13.477584607329133,22.104077974539976,-12.573835317365942,-13.477584607329133,22.104077974539976,-12.573835317365942,-16.69604514679279,22.9623460910079,-13.041231998002308,-16.310779820651252,17.818624454113472,-13.931006984567556,-16.753461198020386,14.351544228983057,-13.292831483047639,-16.753461198020386,14.351544228983057,-13.292831483047639,-16.958143258078845,13.565310451336746,-12.919134476934081,-16.753461198020386,14.351544228983057,-13.292831483047639,-17.039851274365077,13.63430990138621,-13.311346176887376,-17.198839079927634,13.032114369894694,-13.310553438562025,-13.477584607329133,22.104077974539976,-12.573835317365942,-10.261978910207258,23.255095680835243,-12.48630780265129,-9.812513097077865,17.94499596800685,-12.55648418862085,-9.447867482864067,14.805388184436474,-10.647787375667322,-9.447867482864067,14.805388184436474,-10.647787375667322,-9.068130140020154,14.322770608167781,-10.554469412089155,-9.447867482864067,14.805388184436474,-10.647787375667322,-9.156805117009664,14.404508496323302,-10.441589085564026,-8.952089361693284,14.048474424910241,-10.305606498743936,-13.477584607329133,22.104077974539976,-12.573835317365942,-13.249913955426528,23.723107306152222,-12.72122032420668,-13.101229360487977,25.405550776430115,-12.685088380621492,-13.293345704958114,27.00337981732734,-12.130951526087449,-13.5537,17.8873,-13.0527,-14.827111015583961,15.949317862894882,-12.319162853393982,-14.959343109120303,9.051600933373065,-9.566150593172988,-14.873498084243227,1.3875981260870462,-10.249037282028386,-14.819471638925968,0.6629457961744761,-8.217389269561988,-14.794729072426508,0.561650555788651,-7.1485535629268675,-13.5537,17.8873,-13.0527,-11.90634158297623,16.190480084678974,-12.213578211383538,-12.24229602347065,8.868843184492386,-13.747939683474842,-12.080541479196354,2.734452960759537,-18.233975151388293,-12.60853186629105,1.1503327826455638,-17.061203619789854,-12.890884309754204,0.7453020173709639,-16.158426549992743
0.0416665,-13.5847,17.9041,-12.9085,-13.5847,17.9041,-12.9085,-13.538268717092613,20.026183925507944,-12.83034742187003,-13.505832767397786,22.12123935768331,-12.434770504596194,-13.505832767397786,22.12123935768331,-12.434770504596194,-16.724877112979442,22.981147472234817,-12.895078658561815,-16.347300017539744,17.835566642585416,-13.777368088762532,-16.79016006237208,14.367620881409607,-13.144037812892327,-16.79016006237208,14.367620881409607,-13.144037812892327,-16.997939479348698,13.581040321468281,-12.772787913494026,-16.79016006237208,14.367620881409607,-13.144037812892327,-17.07715220744858,13.65074242264761,-13.166575213527992,-17.23670976954019,13.048701353770369,-13.168843398822615,-13.505832767397786,22.12123935768331,-12.434770504596194,-10.28950676652089,23.270721872732963,-12.353777732830048,-9.843364694223698,17.96071454500976,-12.448025456156618,-9.47069320611722,14.802031178976213,-10.572642205326144,-9.47069320611722,14.802031178976213,-10.572642205326144,-9.093313183580301,14.315764267881757,-10.489232214529531,-9.47069320611722,14.802031178976213,-10.572642205326144,-9.180098778426613,14.39739484512048,-10.373233389274894,-8.975986582188591,14.038852402571745,-10.243058151083913,-13.505832767397786,22.12123935768331,-12.434770504596194,-13.279928556426611,23.740631536234876,-12.580881770799405,-13.131924432467695,25.423162734675458,-12.54606507415477,-13.322691280615043,27.021836582103795,-11.993902121307876,-13.5847,17.9041,-12.9085,-14.86567635742291,15.973688881014953,-12.168203027682516,-14.974976369443029,9.047358495689334,-9.48696048513112,-14.870899317062142,1.3899738460048932,-10.238140172120055,-14.811100332031518,0.6563729898555358,-8.209868156870069,-14.783869951744636,0.5357602808523474,-7.143100249161769,-13.5847,17.9041,-12.9085,-11.943508371532216,16.200794588925703,-12.07043456666422,-12.283335011100835,8.848929471529136,-13.451772527464204,-12.094715005589187,2.812884242771447,-18.068264990245044,-12.619360784831013,1.1565864727143367,-16.998205105879883,-12.907227656776849,0.5518778360268118,-16.21702689980163
0.0499998,-13.6139,17.9178,-12.7612,-13.6139,17.9178,-12.7612,-13.565570154799643,20.039959597289076,-12.686321791576114,-13.534355328960887,22.13553013241526,-12.293383858616187,-13.534355328960887,22.13553013241526,-12.293383858616187,-16.754335195696054,22.994457294583068,-12.748955860401333,-16.390234769262975,17.846628318880946,-13.623763777885447,-16.83126857340057,14.377913426709592,-12.993377990818043,-16.83126857340057,14.377913426709592,-12.993377990818043,-17.040241560403054,13.593524123423991,-12.618182757913372,-16.83126857340057,14.377913426709592,-12.993377990818043,-17.118981928665896,13.661304368052187,-13.01527850798357,-17.279140867461983,13.059421285637383,-13.01703302403245,-13.534355328960887,22.13553013241526,-12.293383858616187,-10.318011393844616,23.285466884662597,-12.219899286959155,-9.874525025790012,17.97581550166416,-12.342476751741705,-9.493893839572396,14.799718307016752,-10.498363552225085,-9.493893839572396,14.799718307016752,-10.498363552225085,-9.117017736273855,14.311355672305005,-10.425598474200603,-9.493893839572396,14.799718307016752,-10.498363552225085,-9.202940576226279,14.391945067689843,-10.305992182637292,-8.998707292636356,14.031348145196418,-10.181820165812452,-13.534355328960887,22.13553013241526,-12.293383858616187,-13.307140269355454,23.755431657128554,-12.431603283879188,-13.158021159512703,25.43785064565853,-12.396128012020048,-13.347046090829004,27.038137696441662,-11.84805418694109,-13.6139,17.9178,-12.7612,-14.903598950755422,15.996324078408657,-12.012845790440743,-14.985272515625319,9.040125267885749,-9.409062349257297,-14.856325050220516,1.3897095103161545,-10.224632037080795,-14.787997011405228,0.6504849716058992,-8.198672545116489,-14.757415112132977,0.5362190187217568,-7.131296918849718,-13.6139,17.9178,-12.7612,-11.979927848791034,16.207156828534558,-11.923973683946691,-12.323424897059946,8.827242982812528,-13.145603259084275,-12.114890774465355,2.893945192929471,-17.892593150087052,-12.624361461701229,1.1674814182274784,-16.931673743274413,-12.911419912723824,0.5749164395886865,-16.140950370224573
0.0583331,-13.6428,17.9318,-12.6161,-13.6428,17.9318,-12.6161,-13.59145598998895,20.0539971259616,-12.544357212234978,-13.560942393487894,22.149870274306366,-12.152981282116672,-13.560942393487894,22.149870274306366,-12.152981282116672,-16.781941287520937,23.00931162244945,-12.600305275034447,-16.43274313368951,17.85973190546403,-13.470874378479499,-16.87531862027019,14.39253223651803,-12.83327461809794,-16.87531862027019,14.39253223651803,-12.83327461809794,-17.07961580119627,13.609173887228508,-12.453379751504494,-16.87531862027019,14.39253223651803,-12.83327461809794,-17.163070159810413,13.675812244201785,-12.850556241471729,-17.32313537211168,13.073903532122307,-12.849059901344708,-13.560942393487894,22.149870274306366,-12.152981282116672,-10.344204990115738,23.299223912134742,-12.088100480971557,-9.900302903117836,17.99009531794849,-12.230254306290602,-9.514354566949507,14.79605574034146,-10.418519766991645,-9.514354566949507,14.79605574034146,-10.418519766991645,-9.13120518549409,14.310729830891773,-10.359496636719122,-9.514354566949507,14.79605574034146,-10.418519766991645,-9.220677169827162,14.386653776871295,-10.233903465636054,-9.01411150617915,14.025120050913408,-10.116497946188865,-13.560942393487894,22.149870274306366,-12.152981282116672,-13.327136593785237,23.769722095335908,-12.28036718609619,-13.177490053734715,25.452085212359215,-12.244465760908266,-13.367804226028362,27.05399538174039,-11.70160453337644,-13.6428,17.9318,-12.6161,-14.944650642941442,16.01900539167201,-11.866547591142337,-15.00199966010332,9.03412374187687,-9.340048016654803,-14.8484718637783,1.3899526308941503,-10.208218431937887,-14.771859132875345,0.6421485858450335,-8.185706849209183,-14.737815111553594,0.5191622661691687,-7.1194057388820715,-13.6428,17.9318,-12.6161,-12.019925524255584,16.212983043344266,-11.774043196221294,-12.369769113280713,8.808870931656184,-12.837166289786596,-12.136414279082281,2.9789406345004723,-17.709422483857484,-12.622258475222873,1.1917448103753805,-16.852982085343765,-12.901955511149467,0.5356770494617228,-16.11127869308806
0.0666664,-13.6699,17.948,-12.4734,-13.6699,17.948,-12.4734,-13.617090025970484,20.070193999455146,-12.402635519364795,-13.587414103697668,22.1663425534671,-12.012672660427103,-13.587414103697668,22.1663425534671,-12.012672660427103,-16.809580000094346,23.02680398402011,-12.449508011021411,-16.47138254010768,17.87541942720575,-13.313719097488763,-16.914826059288078,14.410202972150547,-12.666021000369765,-16.914826059288078,14.410202972150547,-12.666021000369765,-17.12184046045546,13.629990289215222,-12.281156143184578,-16.914826059288078,14.410202972150547,-12.666021000369765,-17.20538228611788,13.694515766392163,-12.678513116450944,-17.367712888867494,13.093233410086212,-12.673462145642148,-13.587414103697668,22.1663425534671,-12.012672660427103,-10.369885792185903,23.314151911635943,-11.961019322487777,-9.921301052906383,18.005984446860822,-12.122985677291435,-9.53401739021811,14.794666520752237,-10.342346599749776,-9.53401739021811,14.794666520752237,-10.342346599749776,-9.147979332816806,14.31056111206039,-10.292899776665516,-9.53401739021811,14.794666520752237,-10.342346599749776,-9.240013853681013,14.38341282656005,-10.162424729158793,-9.032940522973284,14.020770568528693,-10.04941458448352,-13.587414103697668,22.1663425534671,-12.012672660427103,-13.351558444081405,23.78559397464971,-12.143856445343795,-13.201203219918424,25.467939378122338,-12.110153229155618,-13.390130331606873,27.07004568832511,-11.567386332064864,-13.6699,17.948,-12.4734,-14.981169009373113,16.04370155527944,-11.718649615904365,-15.01179201676086,9.028618647764471,-9.276778467909477,-14.838808620551202,1.3909541080955474,-10.19699569895857,-14.756525410885812,0.6352753584475456,-8.177636245236279,-14.720365277994372,0.5126445207714057,-7.111363854831219,-13.6699,17.948,-12.4734,-12.055151334176506,16.220659895900894,-11.633164398342858,-12.41038686417273,8.795175253242974,-12.53287710314349,-12.154448502301202,3.061132920457716,-17.516517965981535,-12.620610416634308,1.2210318885553322,-16.76796942719659,-12.890965825613431,0.46824135667963895,-16.12067225521602
0.0749997,-13.697,17.9683,-12.3294,-13.697,17.9683,-12.3294,-13.64189800886841,20.09052559716188,-12.261384106826087,-13.614696469015378,22.18719137274986,-11.874030064756475,-13.614696469015378,22.18719137274986,-11.874030064756475,-16.8382572378338,23.047832623137523,-12.300087183891856,-16.515551305236503,17.895738521744253,-13.165990427652488,-16.959980312505245,14.433407509895135,-12.503701304998351,-16.959980312505245,14.433407509895135,-12.503701304998351,-17.16081649869555,13.657534017123137,-12.106973563681573,-16.959980312505245,14.433407509895135,-12.503701304998351,-17.25082650099783,13.717734503655198,-12.506492931553728,-17.413232362381798,13.116576808928249,-12.494205899417699,-13.614696469015378,22.18719137274986,-11.874030064756475,-10.396827489626746,23.334532108373534,-11.834643604305032,-9.94794586689146,18.027006851094463,-12.015707500803684,-9.555796727346479,14.800214741708105,-10.264348394978704,-9.555796727346479,14.800214741708105,-10.264348394978704,-9.180648337117567,14.307035975550198,-10.221141836221724,-9.555796727346479,14.800214741708105,-10.264348394978704,-9.266560418846684,14.38368434988864,-10.088893698443863,-9.063651247495427,14.017489848118615,-9.979854625378517,-13.614696469015378,22.18719137274986,-11.874030064756475,-13.382374048577637,23.80632541915461,-12.012750918758083,-13.230152175366714,25.488519414276084,-11.979879641122212,-13.413908017792547,27.089997571666945,-11.433495628659971,-13.697,17.9683,-12.3294,-15.023383919749563,16.0764839047737,-11.569686446696853,-15.01744144217118,9.02988467542821,-9.220119537828799,-14.82757528042187,1.3988231405054021,-10.190425324189025,-14.745929584586838,0.63711845092443,-8.173305236335562,-14.710811635308996,0.5152730512683161,-7.1069079762485154,-13.697,17.9683,-12.3294,-12.095584924512778,16.226315878113393,-11.493891753244045,-12.448814161287517,8.782270732467756,-12.225272903655481,-12.180892442154125,3.1361838986027823,-17.307727388043237,-12.633827556220437,1.2518195664752216,-16.669272613488932,-12.8924177729966,0.40462855651272844,-16.145652757747776
