0.00000  , 0.17808  , 0.00000  , 0.00075  , 0.22023  , 0.00499  , 0.00297  , 0.23644  , 0.00366  , 0.00439  , 0.25327  , 0.00414  , 0.00237  , 0.26922  , 0.00974  , 0.00000  , 0.17808  , 0.00000  , 0.00041  , 0.19930  , 0.00097  , 0.00075  , 0.22023  , 0.00499  , 0.00075  , 0.22023  , 0.00499  , -0.03142 , 0.22879  , 0.00016  , -0.02745 , 0.17741  , -0.00905 , -0.03175 , 0.14277  , -0.00242 , -0.03175 , 0.14277  , -0.00242 , -0.03418 , 0.13540  , 0.00202  , -0.03175 , 0.14277  , -0.00242 , -0.03481 , 0.13568  , -0.00214 , -0.03655 , 0.12972  , -0.00175 , 0.00075  , 0.22023  , 0.00499  , 0.03289  , 0.23177  , 0.00600  , 0.03768  , 0.17869  , 0.00630  , 0.04083  , 0.14807  , 0.02669  , 0.04083  , 0.14807  , 0.02669  , 0.04459  , 0.14332  , 0.02806  , 0.04083  , 0.14807  , 0.02669  , 0.04365  , 0.14419  , 0.02908  , 0.04565  , 0.14072  , 0.03072  , 0.00000  , 0.17808  , 0.00000  , -0.01259 , 0.15854  , 0.00715  , -0.01416 , 0.09063  , 0.03721  , -0.01413 , 0.01375  , 0.03400  , -0.01389 , 0.00677  , 0.05442  , -0.01377 , 0.00619  , 0.06514  , 0.00000  , 0.17808  , 0.00000  , 0.01660  , 0.16118  , 0.00827  , 0.01373  , 0.08906  , -0.01167 , 0.01387  , 0.02380  , -0.05065 , 0.00852  , 0.01063  , -0.03602 , 0.00595  , 0.00911  , -0.02617 
-0.00053 , 0.17843  , 0.00300  , 0.00016  , 0.22059  , 0.00791  , 0.00239  , 0.23679  , 0.00645  , 0.00388  , 0.25361  , 0.00687  , 0.00196  , 0.26957  , 0.01248  , -0.00053 , 0.17843  , 0.00300  , -0.00014 , 0.19965  , 0.00390  , 0.00016  , 0.22059  , 0.00791  , 0.00016  , 0.22059  , 0.00791  , -0.03200 , 0.22920  , 0.00313  , -0.02803 , 0.17779  , -0.00588 , -0.03241 , 0.14312  , 0.00055  , -0.03241 , 0.14312  , 0.00055  , -0.03457 , 0.13532  , 0.00434  , -0.03241 , 0.14312  , 0.00055  , -0.03533 , 0.13597  , 0.00043  , -0.03696 , 0.12996  , 0.00049  , 0.00016  , 0.22059  , 0.00791  , 0.03232  , 0.23208  , 0.00890  , 0.03696  , 0.17898  , 0.00871  , 0.04037  , 0.14798  , 0.02848  , 0.04037  , 0.14798  , 0.02848  , 0.04416  , 0.14320  , 0.02964  , 0.04037  , 0.14798  , 0.02848  , 0.04325  , 0.14404  , 0.03071  , 0.04528  , 0.14053  , 0.03221  , -0.00053 , 0.17843  , 0.00300  , -0.01324 , 0.15896  , 0.01011  , -0.01481 , 0.09059  , 0.03911  , -0.01420 , 0.01381  , 0.03407  , -0.01361 , 0.00668  , 0.05443  , -0.01333 , 0.00619  , 0.06515  , -0.00053 , 0.17843  , 0.00300  , 0.01595  , 0.16146  , 0.01138  , 0.01279  , 0.08882  , -0.00652 , 0.01377  , 0.02552  , -0.04860 , 0.00825  , 0.01126  , -0.03509 , 0.00553  , 0.00944  , -0.02533 
-0.00113 , 0.17887  , 0.00602  , -0.00037 , 0.22104  , 0.01081  , 0.00191  , 0.23723  , 0.00934  , 0.00340  , 0.25406  , 0.00970  , 0.00147  , 0.27003  , 0.01524  , -0.00113 , 0.17887  , 0.00602  , -0.00069 , 0.20009  , 0.00684  , -0.00037 , 0.22104  , 0.01081  , -0.00037 , 0.22104  , 0.01081  , -0.03255 , 0.22962  , 0.00614  , -0.02870 , 0.17819  , -0.00276 , -0.03313 , 0.14352  , 0.00362  , -0.03313 , 0.14352  , 0.00362  , -0.03517 , 0.13565  , 0.00736  , -0.03313 , 0.14352  , 0.00362  , -0.03599 , 0.13634  , 0.00344  , -0.03758 , 0.13032  , 0.00344  , -0.00037 , 0.22104  , 0.01081  , 0.03179  , 0.23255  , 0.01169  , 0.03628  , 0.17945  , 0.01098  , 0.03993  , 0.14805  , 0.03007  , 0.03993  , 0.14805  , 0.03007  , 0.04373  , 0.14323  , 0.03100  , 0.03993  , 0.14805  , 0.03007  , 0.04284  , 0.14405  , 0.03213  , 0.04489  , 0.14048  , 0.03349  , -0.00113 , 0.17887  , 0.00602  , -0.01386 , 0.15949  , 0.01336  , -0.01519 , 0.09052  , 0.04089  , -0.01433 , 0.01388  , 0.03406  , -0.01379 , 0.00663  , 0.05438  , -0.01354 , 0.00562  , 0.06506  , -0.00113 , 0.17887  , 0.00602  , 0.01534  , 0.16190  , 0.01441  , 0.01199  , 0.08869  , -0.00093 , 0.01360  , 0.02734  , -0.04579 , 0.00832  , 0.01150  , -0.03406 , 0.00550  , 0.00745  , -0.02504 
-0.00173 , 0.17918  , 0.00894  , -0.00094 , 0.22136  , 0.01362  , 0.00134  , 0.23755  , 0.01223  , 0.00283  , 0.25438  , 0.01259  , 0.00094  , 0.27038  , 0.01807  , -0.00173 , 0.17918  , 0.00894  , -0.00125 , 0.20040  , 0.00969  , -0.00094 , 0.22136  , 0.01362  , -0.00094 , 0.22136  , 0.01362  , -0.03314 , 0.22994  , 0.00906  , -0.02949 , 0.17847  , 0.00031  , -0.03390 , 0.14378  , 0.00662  , -0.03390 , 0.14378  , 0.00662  , -0.03599 , 0.13594  , 0.01037  , -0.03390 , 0.14378  , 0.00662  , -0.03678 , 0.13661  , 0.00640  , -0.03838 , 0.13059  , 0.00638  , -0.00094 , 0.22136  , 0.01362  , 0.03123  , 0.23285  , 0.01435  , 0.03566  , 0.17976  , 0.01312  , 0.03947  , 0.14800  , 0.03157  , 0.03947  , 0.14800  , 0.03157  , 0.04324  , 0.14311  , 0.03229  , 0.03947  , 0.14800  , 0.03157  , 0.04238  , 0.14392  , 0.03349  , 0.04442  , 0.14031  , 0.03473  , -0.00173 , 0.17918  , 0.00894  , -0.01463 , 0.15996  , 0.01642  , -0.01544 , 0.09040  , 0.04246  , -0.01416 , 0.01390  , 0.03430  , -0.01347 , 0.00650  , 0.05456  , -0.01317 , 0.00536  , 0.06524  , -0.00173 , 0.17918  , 0.00894  , 0.01461  , 0.16207  , 0.01731  , 0.01117  , 0.08827  , 0.00509  , 0.01326  , 0.02894  , -0.04238 , 0.00816  , 0.01167  , -0.03277 , 0.00529  , 0.00575  , -0.02486 
-0.00229 , 0.17948  , 0.01182  , -0.00147 , 0.22166  , 0.01642  , 0.00089  , 0.23786  , 0.01511  , 0.00240  , 0.25468  , 0.01545  , 0.00051  , 0.27070  , 0.02088  , -0.00229 , 0.17948  , 0.01182  , -0.00176 , 0.20070  , 0.01252  , -0.00147 , 0.22166  , 0.01642  , -0.00147 , 0.22166  , 0.01642  , -0.03369 , 0.23027  , 0.01205  , -0.03031 , 0.17875  , 0.00341  , -0.03474 , 0.14410  , 0.00989  , -0.03474 , 0.14410  , 0.00989  , -0.03681 , 0.13630  , 0.01374  , -0.03474 , 0.14410  , 0.00989  , -0.03765 , 0.13695  , 0.00976  , -0.03927 , 0.13093  , 0.00981  , -0.00147 , 0.22166  , 0.01642  , 0.03071  , 0.23314  , 0.01694  , 0.03519  , 0.18006  , 0.01532  , 0.03907  , 0.14795  , 0.03313  , 0.03907  , 0.14795  , 0.03313  , 0.04293  , 0.14311  , 0.03362  , 0.03907  , 0.14795  , 0.03313  , 0.04201  , 0.14383  , 0.03492  , 0.04408  , 0.14021  , 0.03605  , -0.00229 , 0.17948  , 0.01182  , -0.01540 , 0.16044  , 0.01936  , -0.01571 , 0.09029  , 0.04378  , -0.01398 , 0.01391  , 0.03458  , -0.01316 , 0.00635  , 0.05477  , -0.01280 , 0.00513  , 0.06544  , -0.00229 , 0.17948  , 0.01182  , 0.01386  , 0.16221  , 0.02022  , 0.01030  , 0.08795  , 0.01122  , 0.01286  , 0.03061  , -0.03862 , 0.00820  , 0.01221  , -0.03113 , 0.00550  , 0.00468  , -0.02466 
-0.00285 , 0.17988  , 0.01468  , -0.00200 , 0.22207  , 0.01916  , 0.00034  , 0.23826  , 0.01779  , 0.00187  , 0.25508  , 0.01813  , 0.00004  , 0.27109  , 0.02361  , -0.00285 , 0.17988  , 0.01468  , -0.00226 , 0.20110  , 0.01530  , -0.00200 , 0.22207  , 0.01916  , -0.00200 , 0.22207  , 0.01916  , -0.03426 , 0.23067  , 0.01506  , -0.03124 , 0.17914  , 0.00638  , -0.03569 , 0.14456  , 0.01320  , -0.03569 , 0.14456  , 0.01320  , -0.03763 , 0.13681  , 0.01722  , -0.03569 , 0.14456  , 0.01320  , -0.03862 , 0.13741  , 0.01328  , -0.04026 , 0.13140  , 0.01348  , -0.00200 , 0.22207  , 0.01916  , 0.03017  , 0.23355  , 0.01944  , 0.03465  , 0.18048  , 0.01749  , 0.03861  , 0.14807  , 0.03472  , 0.03861  , 0.14807  , 0.03472  , 0.04224  , 0.14305  , 0.03512  , 0.03861  , 0.14807  , 0.03472  , 0.04146  , 0.14385  , 0.03642  , 0.04346  , 0.14016  , 0.03747  , -0.00285 , 0.17988  , 0.01468  , -0.01626 , 0.16110  , 0.02237  , -0.01580 , 0.09031  , 0.04488  , -0.01374 , 0.01407  , 0.03468  , -0.01292 , 0.00640  , 0.05483  , -0.01257 , 0.00515  , 0.06549  , -0.00285 , 0.17988  , 0.01468  , 0.01304  , 0.16233  , 0.02301  , 0.00956  , 0.08774  , 0.01741  , 0.01230  , 0.03214  , -0.03434 , 0.00769  , 0.01306  , -0.02875 , 0.00509  , 0.00417  , -0.02428 
-0.00335 , 0.18008  , 0.01742  , -0.00251 , 0.22228  , 0.02185  , -0.00015 , 0.23846  , 0.02043  , 0.00137  , 0.25528  , 0.02075  , -0.00044 , 0.27128  , 0.02627  , -0.00335 , 0.18008  , 0.01742  , -0.00272 , 0.20131  , 0.01800  , -0.00251 , 0.22228  , 0.02185  , -0.00251 , 0.22228  , 0.02185  , -0.03480 , 0.23092  , 0.01806  , -0.03207 , 0.17935  , 0.00954  , -0.03662 , 0.14484  , 0.01667  , -0.03662 , 0.14484  , 0.01667  , -0.03858 , 0.13711  , 0.02072  , -0.03662 , 0.14484  , 0.01667  , -0.03960 , 0.13771  , 0.01684  , -0.04128 , 0.13172  , 0.01709  , -0.00251 , 0.22228  , 0.02185  , 0.02968  , 0.23371  , 0.02178  , 0.03420  , 0.18066  , 0.01942  , 0.03816  , 0.14801  , 0.03621  , 0.03816  , 0.14801  , 0.03621  , 0.04175  , 0.14296  , 0.03647  , 0.03816  , 0.14801  , 0.03621  , 0.04100  , 0.14376  , 0.03781  , 0.04299  , 0.14003  , 0.03876  , -0.00335 , 0.18008  , 0.01742  , -0.01709 , 0.16161  , 0.02527  , -0.01619 , 0.09025  , 0.04588  , -0.01356 , 0.01413  , 0.03494  , -0.01268 , 0.00638  , 0.05505  , -0.01232 , 0.00501  , 0.06570  , -0.00335 , 0.18008  , 0.01742  , 0.01223  , 0.16227  , 0.02579  , 0.00895  , 0.08751  , 0.02324  , 0.01179  , 0.03388  , -0.03056 , 0.00688  , 0.01472  , -0.02555 , 0.00411  , 0.00583  , -0.02118 
-0.00378 , 0.18025  , 0.02005  , -0.00296 , 0.22244  , 0.02453  , -0.00063 , 0.23863  , 0.02310  , 0.00092  , 0.25544  , 0.02347  , -0.00080 , 0.27144  , 0.02904  , -0.00378 , 0.18025  , 0.02005  , -0.00312 , 0.20147  , 0.02066  , -0.00296 , 0.22244  , 0.02453  , -0.00296 , 0.22244  , 0.02453  , -0.03528 , 0.23109  , 0.02108  , -0.03300 , 0.17948  , 0.01265  , -0.03752 , 0.14508  , 0.02031  , -0.03752 , 0.14508  , 0.02031  , -0.03940 , 0.13744  , 0.02455  , -0.03752 , 0.14508  , 0.02031  , -0.04056 , 0.13800  , 0.02077  , -0.04228 , 0.13203  , 0.02122  , -0.00296 , 0.22244  , 0.02453  , 0.02924  , 0.23385  , 0.02402  , 0.03371  , 0.18080  , 0.02142  , 0.03770  , 0.14795  , 0.03780  , 0.03770  , 0.14795  , 0.03780  , 0.04121  , 0.14283  , 0.03795  , 0.03770  , 0.14795  , 0.03780  , 0.04053  , 0.14365  , 0.03929  , 0.04249  , 0.13989  , 0.04017  , -0.00378 , 0.18025  , 0.02005  , -0.01781 , 0.16208  , 0.02810  , -0.01636 , 0.09023  , 0.04686  , -0.01355 , 0.01425  , 0.03497  , -0.01271 , 0.00644  , 0.05506  , -0.01236 , 0.00478  , 0.06567  , -0.00378 , 0.18025  , 0.02005  , 0.01151  , 0.16222  , 0.02847  , 0.00841  , 0.08740  , 0.02932  , 0.01109  , 0.03526  , -0.02593 , 0.00660  , 0.01603  , -0.02079 , 0.00400  , 0.00745  , -0.01575 
-0.00409 , 0.18028  , 0.02274  , -0.00328 , 0.22247  , 0.02717  , -0.00094 , 0.23866  , 0.02572  , 0.00062  , 0.25547  , 0.02608  , -0.00104 , 0.27146  , 0.03168  , -0.00409 , 0.18028  , 0.02274  , -0.00342 , 0.20150  , 0.02330  , -0.00328 , 0.22247  , 0.02717  , -0.00328 , 0.22247  , 0.02717  , -0.03563 , 0.23114  , 0.02403  , -0.03385 , 0.17948  , 0.01578  , -0.03839 , 0.14520  , 0.02398  , -0.03839 , 0.14520  , 0.02398  , -0.04024 , 0.13758  , 0.02826  , -0.03839 , 0.14520  , 0.02398  , -0.04150 , 0.13817  , 0.02467  , -0.04329 , 0.13224  , 0.02530  , -0.00328 , 0.22247  , 0.02717  , 0.02892  , 0.23387  , 0.02634  , 0.03332  , 0.18084  , 0.02336  , 0.03730  , 0.14786  , 0.03948  , 0.03730  , 0.14786  , 0.03948  , 0.04089  , 0.14279  , 0.03957  , 0.03730  , 0.14786  , 0.03948  , 0.04019  , 0.14356  , 0.04089  , 0.04220  , 0.13982  , 0.04169  , -0.00409 , 0.18028  , 0.02274  , -0.01826 , 0.16232  , 0.03098  , -0.01668 , 0.09003  , 0.04798  , -0.01353 , 0.01423  , 0.03513  , -0.01272 , 0.00637  , 0.05521  , -0.01240 , 0.00441  , 0.06576  , -0.00409 , 0.18028  , 0.02274  , 0.01106  , 0.16217  , 0.03123  , 0.00804  , 0.08744  , 0.03503  , 0.01033  , 0.03643  , -0.02128 , 0.00654  , 0.01735  , -0.01512 , 0.00436  , 0.00926  , -0.00915 
-0.00439 , 0.18041  , 0.02535  , -0.00357 , 0.22261  , 0.02968  , -0.00119 , 0.23879  , 0.02826  , 0.00038  , 0.25560  , 0.02866  , -0.00125 , 0.27158  , 0.03431  , -0.00439 , 0.18041  , 0.02535  , -0.00371 , 0.20163  , 0.02585  , -0.00357 , 0.22261  , 0.02968  , -0.00357 , 0.22261  , 0.02968  , -0.03594 , 0.23133  , 0.02698  , -0.03461 , 0.17959  , 0.01916  , -0.03923 , 0.14545  , 0.02785  , -0.03923 , 0.14545  , 0.02785  , -0.04102 , 0.13794  , 0.03237  , -0.03923 , 0.14545  , 0.02785  , -0.04236 , 0.13844  , 0.02874  , -0.04416 , 0.13253  , 0.02952  , -0.00357 , 0.22261  , 0.02968  , 0.02863  , 0.23394  , 0.02836  , 0.03282  , 0.18092  , 0.02502  , 0.03692  , 0.14780  , 0.04083  , 0.03692  , 0.14780  , 0.04083  , 0.04054  , 0.14276  , 0.04077  , 0.03692  , 0.14780  , 0.04083  , 0.03986  , 0.14349  , 0.04209  , 0.04191  , 0.13975  , 0.04278  , -0.00439 , 0.18041  , 0.02535  , -0.01868 , 0.16260  , 0.03371  , -0.01691 , 0.08995  , 0.04908  , -0.01358 , 0.01433  , 0.03521  , -0.01274 , 0.00651  , 0.05530  , -0.01241 , 0.00480  , 0.06590  , -0.00439 , 0.18041  , 0.02535  , 0.01064  , 0.16221  , 0.03388  , 0.00776  , 0.08771  , 0.04089  , 0.00950  , 0.03691  , -0.01563 , 0.00653  , 0.01792  , -0.00880 , 0.00485  , 0.00969  , -0.00285 
